VNOS,REGIJA,OBDOBJE,VZROK,TRAJANJE
2020-12-14,Osrednja Slovenija,OSTALO,Okužba s Covid-19,srednje trajanje
2020-12-14,Osrednja Slovenija,OSNOVNA ŠOLA,Okužba s Covid-19,srednje trajanje
2020-12-14,Zahodna Slovenija,VRTEC,Sum na okužbo,srednje trajanje
2020-12-14,Vzhodna Slovenija,VRTEC,Sum na okužbo,srednje trajanje
2020-12-14,Severna Slovenija,VRTEC,Sum na okužbo,srednje trajanje
2020-12-15,Osrednja Slovenija,VRTEC,Sum na okužbo,srednje trajanje
2020-12-15,Severna Slovenija,VRTEC,Sum na okužbo,srednje trajanje
2020-12-15,Severna Slovenija,VRTEC,Okužba s Covid-19,srednje trajanje
2020-12-16,Severna Slovenija,OSNOVNA ŠOLA,Okužba s Covid-19,srednje trajanje
2020-12-16,Osrednja Slovenija,VRTEC,Sum na okužbo,srednje trajanje
2020-12-16,Vzhodna Slovenija,OSTALO,Okužba s Covid-19,srednje trajanje
2020-12-16,Vzhodna Slovenija,VRTEC,Sum na okužbo,srednje trajanje
2020-12-17,Vzhodna Slovenija,VRTEC,Sum na okužbo,srednje trajanje
2020-12-17,Severna Slovenija,VRTEC,Sum na okužbo,srednje trajanje
2020-12-18,Vzhodna Slovenija,VRTEC,Sum na okužbo,srednje trajanje
2020-12-18,Vzhodna Slovenija,VRTEC,Okužba s Covid-19,srednje trajanje
2020-12-18,Zahodna Slovenija,OSNOVNA ŠOLA,Sum na okužbo,srednje trajanje
2020-12-18,Zahodna Slovenija,OSNOVNA ŠOLA,Okužba s Covid-19,srednje trajanje
2020-12-18,Osrednja Slovenija,VRTEC,Sum na okužbo,srednje trajanje
2020-12-20,Severna Slovenija,VRTEC,Okužba s Covid-19,srednje trajanje
